,Mnemonic,bitpat,FORMAT,FORMAT_OLD,SRC1,SRC2,SRC3,SRC4,SRC5,DEST1,DEST2,DEST3,DEST4,DEST5,Special Behavior,"Context 
Synchronizing?",BOOK,PAGE,Versions,Priveledge,Mode Dep,Name,Unsure,"Doable but
Laborious",MicroWatt Support,PythonWatt Support,MicroPython
609,vmaxuh,000100 ..... ..... ..... 00001 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,300,v2.03,,,Vector Maximum Unsigned Halfword,,,,,
610,vmaxuw,000100 ..... ..... ..... 00010 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,300,v2.03,,,Vector Maximum Unsigned Word,,,,,
611,vmhaddshs,000100 ..... ..... ..... ..... 100000,VA3,VA,VR,VR,VR,,,VR,VSCR,,,,,,I,285,v2.03,,,Vector Multiply-High-Add Signed Halfword Saturate,,,,,
612,vmhraddshs,000100 ..... ..... ..... ..... 100001,VA3,VA,VR,VR,VR,,,VR,VSCR,,,,,,I,285,v2.03,,,Vector Multiply-High-Round-Add Signed Halfword Saturate,,,,,
613,vminfp,000100 ..... ..... ..... 10001 001010,VX17,VX,,VR,VR,,,VR,,,,,,,I,323,v2.03,,,Vector Minimum Floating-Point,,,,,
614,vminsb,000100 ..... ..... ..... 01100 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,301,v2.03,,,Vector Minimum Signed Byte,,,,,
615,vminsd,000100 ..... ..... ..... 01111 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,301,v2.07,,,Vector Minimum Signed Doubleword,,,,,
616,vminsh,000100 ..... ..... ..... 01101 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,302,v2.03,,,Vector Minimum Signed Halfword,,,,,
617,vminsw,000100 ..... ..... ..... 01110 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,302,v2.03,,,Vector Minimum Signed Word,,,,,
618,vminub,000100 ..... ..... ..... 01000 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,301,v2.03,,,Vector Minimum Unsigned Byte,,,,,
619,vminud,000100 ..... ..... ..... 01011 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,301,v2.07,,,Vector Minimum Unsigned Doubleword,,,,,
620,vminuh,000100 ..... ..... ..... 01001 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,302,v2.03,,,Vector Minimum Unsigned Halfword,,,,,
621,vminuw,000100 ..... ..... ..... 01010 000010,VX17,VX,,VR,VR,,,VR,,,,,,,I,302,v2.03,,,Vector Minimum Unsigned Word,,,,,
622,vmladduhm,000100 ..... ..... ..... ..... 100010,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,286,v2.03,,,Vector Multiply-Low-Add Unsigned Halfword Modulo,,,,,
623,vmrgew,000100 ..... ..... ..... 11110 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,257,v2.07,,,Vector Merge Even Word,,,,,
624,vmrghb,000100 ..... ..... ..... 00000 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,255,v2.03,,,Vector Merge High Byte,,,,,
625,vmrghh,000100 ..... ..... ..... 00001 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,255,v2.03,,,Vector Merge High Halfword,,,,,
626,vmrghw,000100 ..... ..... ..... 00010 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,256,v2.03,,,Vector Merge High Word,,,,,
627,vmrglb,000100 ..... ..... ..... 00100 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,255,v2.03,,,Vector Merge Low Byte,,,,,
628,vmrglh,000100 ..... ..... ..... 00101 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,255,v2.03,,,Vector Merge Low Halfword,,,,,
629,vmrglw,000100 ..... ..... ..... 00110 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,256,v2.03,,,Vector Merge Low Word,,,,,
630,vmrgow,000100 ..... ..... ..... 11010 001100,VX17,VX,,VR,VR,,,VR,,,,,,,I,257,v2.07,,,Vector Merge Odd Word,,,,,
631,vmsummbm,000100 ..... ..... ..... ..... 100101,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,287,v2.03,,,Vector Multiply-Sum Mixed Byte Modulo,,,,,
632,vmsumshm,000100 ..... ..... ..... ..... 101000,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,287,v2.03,,,Vector Multiply-Sum Signed Halfword Modulo,,,,,
633,vmsumshs,000100 ..... ..... ..... ..... 101001,VA3,VA,VR,VR,VR,,,VR,VSCR,,,,,,I,288,v2.03,,,Vector Multiply-Sum Signed Halfword Saturate,,,,,
634,vmsumubm,000100 ..... ..... ..... ..... 100100,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,286,v2.03,,,Vector Multiply-Sum Unsigned Byte Modulo,,,,,
635,vmsumudm,000100 ..... ..... ..... ..... 100011,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,289,v3.0B,,,Vector Multiply-Sum Unsigned Doubleword Modulo,,,,,
636,vmsumuhm,000100 ..... ..... ..... ..... 100110,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,288,v2.03,,,Vector Multiply-Sum Unsigned Halfword Modulo,,,,,
637,vmsumuhs,000100 ..... ..... ..... ..... 100111,VA3,VA,VR,VR,VR,,,VR,VSCR,,,,,,I,289,v2.03,,,Vector Multiply-Sum Unsigned Halfword Saturate,,,,,
638,vmul10cuq,000100 ..... ..... ///// 00000 000001,VX14,VX,,,VR,,MSR,VR,,,,,,,I,355,v3.0,,,Vector Multiply-by-10 & write Carry Unsigned Quadword,,,,,
639,vmul10ecuq,000100 ..... ..... ..... 00001 000001,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,355,v3.0,,,Vector Multiply-by-10 Extended & write Carry Unsigned Quadword,,,,,
640,vmul10euq,000100 ..... ..... ..... 01001 000001,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,355,v3.0,,,Vector Multiply-by-10 Extended Unsigned Quadword,,,,,
641,vmul10uq,000100 ..... ..... ///// 01000 000001,VX14,VX,,,VR,,MSR,VR,,,,,,,I,355,v3.0,,,Vector Multiply-by-10 Unsigned Quadword,,,,,
642,vmulesb,000100 ..... ..... ..... 01100 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,281,v2.03,,,Vector Multiply Even Signed Byte,,,,,
643,vmulesh,000100 ..... ..... ..... 01101 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,282,v2.03,,,Vector Multiply Even Signed Halfword,,,,,
644,vmulesw,000100 ..... ..... ..... 01110 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,283,v2.07,,,Vector Multiply Even Signed Word,,,,,
645,vmuleub,000100 ..... ..... ..... 01000 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,281,v2.03,,,Vector Multiply Even Unsigned Byte,,,,,
646,vmuleuh,000100 ..... ..... ..... 01001 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,282,v2.03,,,Vector Multiply Even Unsigned Halfword,,,,,
647,vmuleuw,000100 ..... ..... ..... 01010 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,283,v2.07,,,Vector Multiply Even Unsigned Word,,,,,
648,vmulosb,000100 ..... ..... ..... 00100 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,281,v2.03,,,Vector Multiply Odd Signed Byte,,,,,
649,vmulosh,000100 ..... ..... ..... 00101 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,282,v2.03,,,Vector Multiply Odd Signed Halfword,,,,,
650,vmulosw,000100 ..... ..... ..... 00110 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,283,v2.07,,,Vector Multiply Odd Signed Word,,,,,
651,vmuloub,000100 ..... ..... ..... 00000 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,281,v2.03,,,Vector Multiply Odd Unsigned Byte,,,,,
652,vmulouh,000100 ..... ..... ..... 00001 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,282,v2.03,,,Vector Multiply Odd Unsigned Halfword,,,,,
653,vmulouw,000100 ..... ..... ..... 00010 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,283,v2.07,,,Vector Multiply Odd Unsigned Word,,,,,
654,vmuluwm,000100 ..... ..... ..... 00010 001001,VX17,VX,,VR,VR,,,VR,,,,,,,I,284,v2.07,,,Vector Multiply Unsigned Word Modulo,,,,,
655,vnand,000100 ..... ..... ..... 10110 000100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,312,v2.07,,,Vector NAND,,,,,
656,vncipher,000100 ..... ..... ..... 10101 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,334,v2.07,,,Vector AES Inverse Cipher,,,,,
657,vncipherlast,000100 ..... ..... ..... 10101 001001,VX17,VX,,VR,VR,,,VR,,,,,,,I,334,v2.07,,,Vector AES Inverse Cipher Last,,,,,
658,vnegd,000100 ..... 00111 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,293,v3.0,,,Vector Negate Doubleword,,,,,
659,vnegw,000100 ..... 00110 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,293,v3.0,,,Vector Negate Word,,,,,
660,vnmsubfp,000100 ..... ..... ..... ..... 101111,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,322,v2.03,,,Vector Negative Multiply-Subtract Floating-Point,,,,,
661,vnor,000100 ..... ..... ..... 10100 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,313,v2.03,,,Vector Logical NOR,,,,,
662,vor,000100 ..... ..... ..... 10010 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,313,v2.03,,,Vector Logical OR,,,,,
663,vorc,000100 ..... ..... ..... 10101 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,313,v2.07,,,Vector OR with Complement,,,,,
664,vpermxor,000100 ..... ..... ..... ..... 101101,VA3,VA,VR,VR,VR,,,VR,,,,,,,I,338,v2.07,,,Vector Permute & Exclusive-OR,,,,,
665,vpkpx,000100 ..... ..... ..... 01100 001110,VX17,VX,,VR,VR,,,VR,,,,,,,I,248,v2.03,,,Vector Pack Pixel,,,,,
666,vpksdss,000100 ..... ..... ..... 10111 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,248,v2.07,,,Vector Pack Signed Doubleword Signed Saturate,,,,,
667,vpksdus,000100 ..... ..... ..... 10101 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,249,v2.07,,,Vector Pack Signed Doubleword Unsigned Saturate,,,,,
668,vpkshss,000100 ..... ..... ..... 00110 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,249,v2.03,,,Vector Pack Signed Halfword Signed Saturate,,,,,
669,vpkshus,000100 ..... ..... ..... 00100 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,250,v2.03,,,Vector Pack Signed Halfword Unsigned Saturate,,,,,
670,vpkswss,000100 ..... ..... ..... 00111 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,250,v2.03,,,Vector Pack Signed Word Signed Saturate,,,,,
671,vpkswus,000100 ..... ..... ..... 00101 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,251,v2.03,,,Vector Pack Signed Word Unsigned Saturate,,,,,
672,vpkudum,000100 ..... ..... ..... 10001 001110,VX17,VX,,VR,VR,,,VR,,,,,,,I,251,v2.07,,,Vector Pack Unsigned Doubleword Unsigned Modulo,,,,,
673,vpkudus,000100 ..... ..... ..... 10011 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,251,v2.07,,,Vector Pack Unsigned Doubleword Unsigned Saturate,,,,,
674,vpkuhum,000100 ..... ..... ..... 00000 001110,VX17,VX,,VR,VR,,,VR,,,,,,,I,251,v2.03,,,Vector Pack Unsigned Halfword Unsigned Modulo,,,,,
675,vpkuhus,000100 ..... ..... ..... 00010 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,252,v2.03,,,Vector Pack Unsigned Halfword Unsigned Saturate,,,,,
676,vpkuwum,000100 ..... ..... ..... 00001 001110,VX17,VX,,VR,VR,,,VR,,,,,,,I,252,v2.03,,,Vector Pack Unsigned Word Unsigned Modulo,,,,,
677,vpkuwus,000100 ..... ..... ..... 00011 001110,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,252,v2.03,,,Vector Pack Unsigned Word Unsigned Saturate,,,,,
678,vpmsumb,000100 ..... ..... ..... 10000 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,336,v2.07,,,Vector Polynomial Multiply-Sum Byte,,,,,
679,vpmsumd,000100 ..... ..... ..... 10011 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,336,v2.07,,,Vector Polynomial Multiply-Sum Doubleword,,,,,
680,vpmsumh,000100 ..... ..... ..... 10001 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,337,v2.07,,,Vector Polynomial Multiply-Sum Halfword,,,,,
681,vpmsumw,000100 ..... ..... ..... 10010 001000,VX17,VX,,VR,VR,,,VR,,,,,,,I,337,v2.07,,,Vector Polynomial Multiply-Sum Word,,,,,
682,vpopcntb,000100 ..... ///// ..... 11100 000011,VX4,VX,,,VR,,MSR,VR,,,,,,,I,345,v2.07,,,Vector Population Count Byte,,,,,
683,vpopcntd,000100 ..... ///// ..... 11111 000011,VX4,VX,,,VR,,MSR,VR,,,,,,,I,345,v2.07,,,Vector Population Count Doubleword,,,,,
684,vpopcnth,000100 ..... ///// ..... 11101 000011,VX4,VX,,,VR,,MSR,VR,,,,,,,I,345,v2.07,,,Vector Population Count Halfword,,,,,
685,vpopcntw,000100 ..... ///// ..... 11110 000011,VX4,VX,,,VR,,MSR,VR,,,,,,,I,345,v2.07,,,Vector Population Count Word,,,,,
686,vprtybd,000100 ..... 01001 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,314,v3.0,,,Vector Parity Byte Doubleword,,,,,
687,vprtybq,000100 ..... 01010 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,314,v3.0,,,Vector Parity Byte Quadword,,,,,
688,vprtybw,000100 ..... 01000 ..... 11000 000010,VX4,VX,,,VR,,MSR,VR,,,,,,,I,314,v3.0,,,Vector Parity Byte Word,,,,,
689,vrefp,000100 ..... ///// ..... 00100 001010,VX4,VX,,,VR,,,VR,,,,,,,I,332,v2.03,,,Vector Reciprocal Estimate Floating-Point,,,,,
690,vrfim,000100 ..... ///// ..... 01011 001010,VX4,VX,,,VR,,,VR,,,,,,,I,326,v2.03,,,Vector Round to Floating-Point Integral toward -Infinity,,,,,
691,vrfin,000100 ..... ///// ..... 01000 001010,VX4,VX,,,VR,,,VR,,,,,,,I,326,v2.03,,,Vector Round to Floating-Point Integral Nearest,,,,,
692,vrfip,000100 ..... ///// ..... 01010 001010,VX4,VX,,,VR,,,VR,,,,,,,I,326,v2.03,,,Vector Round to Floating-Point Integral toward +Infinity,,,,,
693,vrfiz,000100 ..... ///// ..... 01001 001010,VX4,VX,,,VR,,,VR,,,,,,,I,327,v2.03,,,Vector Round to Floating-Point Integral toward Zero,,,,,
694,vrlb,000100 ..... ..... ..... 00000 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,315,v2.03,,,Vector Rotate Left Byte,,,,,
695,vrld,000100 ..... ..... ..... 00011 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,315,v2.07,,,Vector Rotate Left Doubleword,,,,,
696,vrldmi,000100 ..... ..... ..... 00011 000101,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,320,v3.0,,,Vector Rotate Left Doubleword then Mask Insert,,,,,
697,vrldnm,000100 ..... ..... ..... 00111 000101,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,320,v3.0,,,Vector Rotate Left Doubleword then AND with Mask,,,,,
698,vrlh,000100 ..... ..... ..... 00001 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,315,v2.03,,,Vector Rotate Left Halfword,,,,,
699,vrlw,000100 ..... ..... ..... 00010 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,315,v2.03,,,Vector Rotate Left Word,,,,,
700,vrlwmi,000100 ..... ..... ..... 00010 000101,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,319,v3.0,,,Vector Rotate Left Word then Mask Insert,,,,,
701,vrlwnm,000100 ..... ..... ..... 00110 000101,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,319,v3.0,,,Vector Rotate Left Word then AND with Mask,,,,,
702,vrsqrtefp,000100 ..... ///// ..... 00101 001010,VX4,VX,,,VR,,,VR,,,,,,,I,332,v2.03,,,Vector Reciprocal Square Root Estimate Floating-Point,,,,,
703,vsbox,000100 ..... ..... ///// 10111 001000,VX14,VX,,,VR,,,VR,,,,,,,I,334,v2.07,,,Vector AES S-Box,,,,,
704,vshasigmad,000100 ..... ..... ..... 11011 000010,NONE,VX,,,VR,,,VR,,,,,,,I,335,v2.07,,,Vector SHA-512 Sigma Doubleword,,,,,
705,vshasigmaw,000100 ..... ..... ..... 11010 000010,NONE,VX,,,VR,,,VR,,,,,,,I,335,v2.07,,,Vector SHA-256 Sigma Word,,,,,
706,vsl,000100 ..... ..... ..... 00111 000100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,264,v2.03,,,Vector Shift Left,,,,,
707,vslb,000100 ..... ..... ..... 00100 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,316,v2.03,,,Vector Shift Left Byte,,,,,
708,vsld,000100 ..... ..... ..... 10111 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,316,v2.07,,,Vector Shift Left Doubleword,,,,,
709,vsldoi,000100 ..... ..... ..... /.... 101100,VA2,VA,,VR,VR,,MSR,VR,,,,,,,I,263,v2.03,,,Vector Shift Left Double by Octet Immediate,,,,,
710,vslh,000100 ..... ..... ..... 00101 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,316,v2.03,,,Vector Shift Left Halfword,,,,,
711,vslo,000100 ..... ..... ..... 10000 001100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,264,v2.03,,,Vector Shift Left by Octet,,,,,
712,vslv,000100 ..... ..... ..... 11101 000100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,265,v3.0,,,Vector Shift Left Variable,,,,,
713,vslw,000100 ..... ..... ..... 00110 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,316,v2.03,,,Vector Shift Left Word,,,,,
714,vspltb,000100 ..... /.... ..... 01000 001100,VX7,VX,,,VR,,,VR,,,,,,,I,258,v2.03,,,Vector Splat Byte,,,,,
715,vsplth,000100 ..... //... ..... 01001 001100,VX6,VX,,,VR,,,VR,,,,,,,I,258,v2.03,,,Vector Splat Halfword,,,,,
716,vspltisb,000100 ..... ..... ///// 01100 001100,VX12,VX,,,,,,VR,,,,,,,I,259,v2.03,,,Vector Splat Immediate Signed Byte,,,,,
717,vspltish,000100 ..... ..... ///// 01101 001100,VX12,VX,,,,,,VR,,,,,,,I,259,v2.03,,,Vector Splat Immediate Signed Halfword,,,,,
718,vspltisw,000100 ..... ..... ///// 01110 001100,VX12,VX,,,,,,VR,,,,,,,I,259,v2.03,,,Vector Splat Immediate Signed Word,,,,,
719,vspltw,000100 ..... ///.. ..... 01010 001100,VX5,VX,,,VR,,,VR,,,,,,,I,258,v2.03,,,Vector Splat Word,,,,,
720,vsr,000100 ..... ..... ..... 01011 000100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,264,v2.03,,,Vector Shift Right,,,,,
721,vsrab,000100 ..... ..... ..... 01100 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,318,v2.03,,,Vector Shift Right Algebraic Byte,,,,,
722,vsrad,000100 ..... ..... ..... 01111 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,318,v2.07,,,Vector Shift Right Algebraic Doubleword,,,,,
723,vsrah,000100 ..... ..... ..... 01101 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,318,v2.03,,,Vector Shift Right Algebraic Halfword,,,,,
724,vsraw,000100 ..... ..... ..... 01110 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,318,v2.03,,,Vector Shift Right Algebraic Word,,,,,
725,vsrb,000100 ..... ..... ..... 01000 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,317,v2.03,,,Vector Shift Right Byte,,,,,
726,vsrd,000100 ..... ..... ..... 11011 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,317,v2.07,,,Vector Shift Right Doubleword,,,,,
727,vsrh,000100 ..... ..... ..... 01001 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,317,v2.03,,,Vector Shift Right Halfword,,,,,
728,vsro,000100 ..... ..... ..... 10001 001100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,264,v2.03,,,Vector Shift Right by Octet,,,,,
729,vsrv,000100 ..... ..... ..... 11100 000100,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,265,v3.0,,,Vector Shift Right Variable,,,,,
730,vsrw,000100 ..... ..... ..... 01010 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,317,v2.03,,,Vector Shift Right Word,,,,,
731,vsubcuq,000100 ..... ..... ..... 10101 000000,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,279,v2.07,,,Vector Subtract & write Carry Unsigned Quadword,,,,,
732,vsubcuw,000100 ..... ..... ..... 10110 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,275,v2.03,,,Vector Subtract & Write Carry-Out Unsigned Word,,,,,
733,vsubfp,000100 ..... ..... ..... 00001 001010,VX17,VX,,VR,VR,,,VR,,,,,,,I,321,v2.03,,,Vector Subtract Floating-Point,,,,,
734,vsubsbs,000100 ..... ..... ..... 11100 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,275,v2.03,,,Vector Subtract Signed Byte Saturate,,,,,
735,vsubshs,000100 ..... ..... ..... 11101 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,275,v2.03,,,Vector Subtract Signed Halfword Saturate,,,,,
736,vsubsws,000100 ..... ..... ..... 11110 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,276,v2.03,,,Vector Subtract Signed Word Saturate,,,,,
737,vsububm,000100 ..... ..... ..... 10000 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,277,v2.03,,,Vector Subtract Unsigned Byte Modulo,,,,,
738,vsububs,000100 ..... ..... ..... 11000 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,278,v2.03,,,Vector Subtract Unsigned Byte Saturate,,,,,
739,vsubudm,000100 ..... ..... ..... 10011 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,277,v2.07,,,Vector Subtract Unsigned Doubleword Modulo,,,,,
740,vsubuhm,000100 ..... ..... ..... 10001 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,277,v2.03,,,Vector Subtract Unsigned Halfword Modulo,,,,,
741,vsubuhs,000100 ..... ..... ..... 11001 000000,VX17,VX,,,,,,,,,,,,,I,278,v2.03,,,Vector Subtract Unsigned Halfword Saturate,,,,,
742,vsubuqm,000100 ..... ..... ..... 10100 000000,VX17,VX,,VR,VR,,MSR,VR,,,,,,,I,279,v2.07,,,Vector Subtract Unsigned Quadword Modulo,,,,,
743,vsubuwm,000100 ..... ..... ..... 10010 000000,VX17,VX,,VR,VR,,,VR,,,,,,,I,277,v2.03,,,Vector Subtract Unsigned Word Modulo,,,,,
744,vsubuws,000100 ..... ..... ..... 11010 000000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,278,v2.03,,,Vector Subtract Unsigned Word Saturate,,,,,
745,vsum2sws,000100 ..... ..... ..... 11010 001000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,290,v2.03,,,Vector Sum across Half Signed Word Saturate,,,,,
746,vsum4sbs,000100 ..... ..... ..... 11100 001000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,291,v2.03,,,Vector Sum across Quarter Signed Byte Saturate,,,,,
747,vsum4shs,000100 ..... ..... ..... 11001 001000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,291,v2.03,,,Vector Sum across Quarter Signed Halfword Saturate,,,,,
748,vsum4ubs,000100 ..... ..... ..... 11000 001000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,292,v2.03,,,Vector Sum across Quarter Unsigned Byte Saturate,,,,,
749,vsumsws,000100 ..... ..... ..... 11110 001000,VX17,VX,,VR,VR,,,VR,VSCR,,,,,,I,290,v2.03,,,Vector Sum across Signed Word Saturate,,,,,
750,vupkhpx,000100 ..... ///// ..... 01101 001110,VX4,VX,,,VR,,,VR,,,,,,,I,253,v2.03,,,Vector Unpack High Pixel,,,,,
751,vupkhsb,000100 ..... ///// ..... 01000 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.03,,,Vector Unpack High Signed Byte,,,,,
752,vupkhsh,000100 ..... ///// ..... 01001 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.03,,,Vector Unpack High Signed Halfword,,,,,
753,vupkhsw,000100 ..... ///// ..... 11001 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.07,,,Vector Unpack High Signed Word,,,,,
754,vupklpx,000100 ..... ///// ..... 01111 001110,VX4,VX,,,VR,,,VR,,,,,,,I,253,v2.03,,,Vector Unpack Low Pixel,,,,,
755,vupklsb,000100 ..... ///// ..... 01010 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.03,,,Vector Unpack Low Signed Byte,,,,,
756,vupklsh,000100 ..... ///// ..... 01011 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.03,,,Vector Unpack Low Signed Halfword,,,,,
757,vupklsw,000100 ..... ///// ..... 11011 001110,VX4,VX,,,VR,,,VR,,,,,,,I,254,v2.07,,,Vector Unpack Low Signed Word,,,,,
758,vxor,000100 ..... ..... ..... 10011 000100,VX17,VX,,VR,VR,,,VR,,,,,,,I,313,v2.03,,,Vector Logical XOR,,,,,
759,wait,011111 ///.. ///// ///// 00000 11110/,X13,X,,,,,,,,,,,,,II,876,v3.0,,,Wait for Interrupt,X,,,,
760,xnop,011010 00000 00000 00000 00000 000000,D6,D,,,,,,,,,,,,,I,93,v2.05,,,Executed No Operation,X,,,,
761,xor[.],011111 ..... ..... ..... 01001 11100.,X68,X,,,GPR,GPR,,GPR,CR0,,,,,,I,94,P1,,SR,XOR,,,Y,,Y
762,xori,011010 ..... ..... ..... ..... ......,D6,D,,,,GPR,,GPR,,,,,,,I,93,P1,,,XOR Immediate,,,Y,,Y
763,xoris,011011 ..... ..... ..... ..... ......,D6,D,,,,GPR,,GPR,,,,,,,I,93,P1,,,XOR Immediate Shifted,,,Y,,Y
764,xsabsdp,111100 ..... ///// ..... 10101 1001..,XX2_4,XX2,,,VSR,,MSR,VSR,,,,,,,I,512,v2.06,,,VSX Scalar Absolute Double-Precision,,,,,
765,xsabsqp,111111 ..... 00000 ..... 11001 00100/,X90,X,,,VSR,,MSR,VSR,,,,,,,I,512,v3.0,,,VSX Scalar Absolute Quad-Precision,,,,,
766,xsadddp,111100 ..... ..... ..... 00100 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,513,v2.06,,,VSX Scalar Add Double-Precision,,,,,
767,xsaddsp,111100 ..... ..... ..... 00000 000...,XX3_5,XX3,,VSR,VSR,,FPSCR,VSR,FPSCR,FPSCR,,,,,I,518,v2.07,,,VSX Scalar Add Single-Precision,,,,,
768,xscmpexpdp,111100 ...// ..... ..... 00111 011../,XX3_1,XX3,,VSR,VSR,,MSR,CR,FPSCR,,,,,,I,522,v3.0,,,VSX Scalar Compare Exponents Double-Precision,,,,,
